,user,video,northamerica,sports,news,autos,kids,movies,lifestyle,middleeast,foodanddrink,music,travel,health,finance,entertainment,weather,tv
15690,U18812,1,0,9,22,8,0,2,6,0,1,0,2,1,5,0,4,5
15691,U5034,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2
15692,U34867,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,2
15693,U18296,0,0,13,10,1,0,2,6,0,1,5,1,0,4,3,0,3
15694,U47433,0,0,5,2,0,0,0,0,0,1,0,1,1,1,1,0,1
15695,U77503,1,0,24,6,0,0,0,2,0,1,0,0,2,5,1,0,3
15696,U81864,0,0,2,5,1,0,0,10,0,13,5,12,4,2,1,0,5
15697,U23208,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0
15698,U33761,2,0,5,17,3,0,3,16,0,6,3,6,2,2,5,0,11
15699,U31290,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15700,U85536,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,2,0
15701,U14164,2,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0
15702,U21837,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0
15703,U55836,8,0,8,33,3,0,5,13,0,2,3,2,1,1,1,3,10
15704,U21660,19,0,3,5,1,0,0,13,0,2,0,3,2,2,0,1,0
15705,U47769,0,0,2,6,0,0,4,7,0,2,8,0,0,1,5,0,5
15706,U58202,0,0,2,5,1,0,0,1,0,2,0,2,2,1,1,0,2
15707,U12379,1,0,2,6,0,0,5,1,0,0,2,0,0,2,0,0,10
15708,U87755,1,0,0,4,0,0,1,15,0,1,2,0,1,1,1,0,2
15709,U62891,9,0,0,10,0,0,0,8,0,0,3,0,0,0,1,0,1
15710,U15150,0,0,9,11,0,0,2,4,0,0,1,0,0,0,1,0,1
15711,U11043,0,0,0,3,6,0,2,3,0,4,1,4,3,0,0,1,1
15712,U87142,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0
15713,U11456,0,0,0,2,0,0,0,4,0,0,0,0,1,0,12,0,1
15714,U47278,0,0,0,3,0,0,0,0,0,2,0,0,2,2,0,0,1
15715,U55144,0,0,1,7,2,0,1,3,0,2,0,0,1,4,0,0,0
15716,U20601,0,0,13,6,4,0,4,7,0,2,0,2,3,12,1,1,0
15717,U67612,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,2,0
15718,U35224,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0
15719,U53353,2,0,4,9,2,0,1,1,0,4,2,1,1,0,1,0,4
15720,U92122,0,0,1,37,2,0,2,8,0,2,2,0,3,5,0,0,7
15721,U59648,0,0,1,2,1,0,0,1,0,0,1,0,1,0,0,0,2
15722,U52904,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,2
15723,U50056,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,4
15724,U28356,0,0,8,0,0,0,0,1,0,0,2,0,0,1,1,0,1
15725,U47843,0,0,4,11,3,0,1,1,0,0,1,4,1,7,0,0,2
15726,U3568,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0
15727,U58960,0,0,32,69,26,0,2,7,0,6,4,7,3,38,0,2,5
15728,U25718,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1,0,3
15729,U16569,0,0,5,7,2,0,0,0,0,0,1,3,2,6,0,0,4
15730,U93668,0,0,1,5,0,0,1,0,0,0,0,0,0,2,0,0,0
15731,U11705,0,0,0,2,1,0,0,7,0,2,0,0,0,0,0,0,0
15732,U68851,0,0,5,9,0,0,1,0,0,0,0,0,0,2,0,0,0
15733,U62825,0,0,8,6,1,0,3,1,0,1,5,2,2,3,4,0,7
15734,U71565,1,0,6,12,5,0,2,10,0,2,1,2,6,5,6,2,12
15735,U49637,0,0,0,2,0,0,0,2,0,0,0,1,0,3,0,0,0
15736,U88280,0,0,14,7,0,0,2,1,0,0,2,0,0,3,2,0,2
15737,U70050,0,0,7,5,0,0,1,2,0,2,0,0,1,1,0,1,1
15738,U31657,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
15739,U48926,0,0,1,2,0,0,0,5,0,1,0,0,0,3,3,0,2
15740,U32291,1,0,6,4,0,0,1,0,0,0,1,0,0,1,0,0,3
15741,U74411,0,0,11,0,0,0,2,1,0,1,1,0,0,1,1,0,9
15742,U71198,2,0,27,38,1,0,4,13,0,5,2,3,4,5,2,0,1
15743,U14337,0,0,12,18,2,0,0,1,0,0,0,0,0,0,0,0,3
15744,U69524,1,0,4,1,0,0,0,0,0,2,0,0,1,3,2,0,0
15745,U91971,0,0,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0
15746,U10384,0,0,4,3,0,0,3,4,0,1,1,0,0,0,0,0,5
15747,U4861,1,0,2,5,0,0,9,11,0,1,0,1,3,2,1,0,6
15748,U10350,3,0,2,69,2,0,4,28,0,5,2,2,10,21,5,0,7
15749,U8660,0,0,0,5,1,0,1,7,0,0,2,1,3,5,3,0,2
15750,U39042,0,0,2,9,0,0,0,1,0,0,0,0,0,2,0,1,0
15751,U27426,2,0,1,41,1,0,2,27,0,5,3,9,11,5,8,1,8
15752,U88421,0,0,4,23,0,0,1,4,0,1,1,1,0,9,0,2,2
15753,U76127,0,0,1,9,0,0,0,0,0,0,0,0,1,1,1,0,1
15754,U77977,1,0,9,103,3,0,4,10,0,9,9,0,3,11,7,3,11
15755,U54590,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2
15756,U21189,2,0,1,43,0,0,4,6,0,1,0,4,2,3,1,0,1
15757,U18446,0,0,53,11,3,0,8,25,0,64,13,2,5,4,34,0,15
15758,U11067,1,0,1,6,0,0,7,1,0,0,3,1,1,1,0,0,3
15759,U44110,1,0,0,3,1,0,2,15,0,9,2,3,0,1,4,1,8
15760,U44455,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,2
15761,U36593,1,0,4,19,9,0,5,8,0,2,3,3,3,13,1,4,3
15762,U90006,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0
15763,U57046,0,0,0,6,0,0,0,4,0,6,1,0,2,0,0,0,1
15764,U42400,0,0,2,1,1,0,0,0,0,0,1,2,0,0,0,0,2
15765,U3591,3,0,17,19,0,0,2,7,0,3,0,0,2,6,0,1,4
15766,U42908,0,0,0,4,2,0,1,0,0,1,0,0,2,0,0,1,0
15767,U33979,0,0,2,5,1,0,1,0,0,0,2,0,0,1,0,1,2
15768,U22187,0,0,20,43,12,0,0,9,0,14,2,5,2,62,3,9,1
15769,U86189,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
15770,U50887,0,0,3,3,1,0,0,2,0,3,0,0,0,1,0,0,1
15771,U14939,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,1
15772,U4579,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0
15773,U66708,7,0,1,1,0,0,2,2,0,0,2,1,0,0,3,0,0
15774,U66066,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1
15775,U42524,1,0,1,21,1,0,3,13,0,33,10,1,1,2,12,2,10
15776,U86341,1,0,5,2,0,0,3,2,0,2,1,1,0,1,1,0,0
15777,U35278,0,0,8,1,0,0,4,1,0,2,1,0,0,2,3,1,6
15778,U30538,1,0,3,9,3,0,4,3,0,5,2,1,0,2,0,0,4
15779,U9909,2,0,2,5,17,0,1,3,0,0,3,3,4,8,1,1,2
15780,U78029,0,0,2,19,4,0,1,0,0,0,3,0,3,5,0,0,2
15781,U90256,0,0,1,4,0,0,0,1,0,0,0,2,0,0,0,0,0
15782,U40068,1,0,0,4,0,0,1,4,0,0,2,1,0,0,3,1,7
15783,U16445,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
15784,U40373,20,0,15,41,1,0,0,17,0,3,5,1,24,4,0,0,7
15785,U26742,0,0,3,3,0,0,0,0,0,0,0,1,0,3,1,0,0
15786,U44312,1,0,7,34,2,0,1,8,0,2,2,8,5,5,2,0,5
15787,U26089,0,0,0,0,0,0,0,2,0,1,2,0,4,0,0,0,0
15788,U1782,5,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1
15789,U47017,0,0,2,16,1,0,1,2,0,0,2,0,2,1,0,0,0
15790,U38717,0,0,1,7,0,0,3,4,0,0,1,0,0,1,1,0,1
15791,U10086,0,0,0,1,0,0,1,2,0,1,1,0,0,0,1,0,2
15792,U51993,0,0,2,2,0,0,1,1,0,0,1,0,0,0,1,0,0
15793,U14952,0,0,1,4,5,0,0,3,0,6,0,0,1,0,1,0,3
15794,U62718,0,0,0,4,0,0,3,6,0,0,4,0,2,2,0,0,5
15795,U35076,0,0,0,1,0,0,3,2,0,38,0,0,0,0,9,0,2
15796,U77871,3,0,2,10,2,0,0,2,0,0,2,0,2,1,1,1,2
15797,U63502,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1
15798,U77604,0,0,3,11,12,0,1,8,0,0,0,0,0,4,1,0,1
15799,U3283,0,0,8,3,0,0,0,1,0,0,0,0,0,0,4,0,3
15800,U89379,0,0,0,4,2,0,4,3,0,1,2,0,0,0,2,0,1
15801,U6127,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1
15802,U8902,1,0,0,13,0,0,0,2,0,0,0,1,1,3,0,0,0
15803,U35248,0,0,1,1,0,0,1,1,0,1,0,2,0,1,1,0,1
15804,U77227,1,0,6,6,7,0,0,3,0,2,0,0,0,5,3,2,1
15805,U72663,2,0,0,6,0,0,1,13,0,0,1,1,2,0,2,0,5
15806,U27400,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,2
15807,U68857,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
15808,U71470,1,0,4,2,0,0,0,1,0,0,0,0,0,2,0,0,0
15809,U81144,0,0,8,5,2,0,0,0,0,0,0,1,1,3,1,0,2
15810,U15302,0,0,5,1,0,0,3,1,0,0,1,0,1,0,4,0,1
15811,U8602,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
15812,U72412,8,0,5,11,0,0,2,7,0,5,3,0,0,0,2,0,6
15813,U71244,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0
15814,U69707,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0
15815,U76589,0,0,3,8,0,0,0,0,0,0,0,1,1,0,0,0,0
15816,U28791,1,0,0,7,2,0,0,4,0,3,2,0,2,0,8,0,5
15817,U57764,0,0,3,5,0,0,0,2,0,1,1,0,0,2,0,1,2
15818,U85353,0,0,34,22,3,0,2,2,0,0,0,2,0,3,1,0,1
15819,U19648,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,1
15820,U37609,0,0,22,12,0,0,2,0,0,1,1,0,0,1,0,0,1
15821,U86169,6,0,39,24,2,0,5,2,0,2,5,2,0,8,0,1,9
15822,U14905,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0
15823,U10563,1,0,28,21,1,0,4,14,0,1,1,4,5,2,3,0,6
15824,U42465,0,0,8,4,0,0,0,2,0,1,0,0,1,3,2,0,1
15825,U36855,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0
15826,U2132,4,0,6,14,0,0,0,4,0,0,0,0,0,0,2,0,2
15827,U89432,0,0,6,4,0,0,2,3,0,4,1,1,0,3,0,1,0
15828,U28320,0,0,3,6,0,0,3,2,0,0,1,0,0,0,1,0,2
15829,U51757,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15830,U29812,0,0,5,6,2,0,0,1,0,1,1,0,0,1,1,0,0
15831,U67823,0,0,1,8,1,0,1,1,0,11,0,3,1,2,0,0,1
15832,U16426,0,0,3,20,0,0,4,11,0,28,2,9,7,1,7,1,11
15833,U50449,0,0,8,1,2,0,0,2,0,0,1,0,1,3,1,0,2
15834,U32848,0,0,0,4,0,0,0,1,0,0,2,0,2,1,0,0,5
15835,U39795,0,0,1,5,0,0,0,1,0,1,0,2,1,6,0,2,0
15836,U670,0,0,19,24,0,0,1,4,0,0,1,2,4,9,1,0,3
15837,U52184,0,0,2,2,0,0,0,2,0,2,0,0,2,0,0,0,0
15838,U51800,3,0,13,0,0,0,8,4,0,2,0,0,3,2,1,0,3
15839,U69334,0,0,6,1,2,0,0,1,0,0,0,1,0,2,0,0,2
15840,U68769,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,2
15841,U61001,0,0,0,7,0,0,2,5,0,2,0,0,0,0,3,0,2
15842,U46810,0,0,8,2,0,0,0,1,0,0,1,0,0,2,0,0,1
15843,U56091,0,0,0,3,0,0,0,1,0,0,4,0,1,0,0,0,0
15844,U17281,0,0,3,0,0,0,1,0,0,0,1,1,0,0,1,0,3
15845,U63005,1,0,6,12,1,0,1,4,0,3,1,0,2,2,5,0,3
15846,U16581,9,0,14,25,0,0,2,1,0,4,0,1,3,1,1,0,2
15847,U61524,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2
15848,U44467,0,0,15,11,1,0,2,1,0,0,3,0,1,5,4,0,13
15849,U76787,0,0,2,3,0,0,0,1,0,0,0,0,0,2,0,0,2
15850,U46763,0,0,21,46,0,0,4,5,0,4,3,11,6,23,10,0,5
15851,U9093,0,0,2,5,2,0,1,2,0,1,0,1,0,2,2,1,3
15852,U33319,0,0,1,8,1,0,1,6,0,0,0,0,0,11,0,0,0
15853,U40058,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0
15854,U49445,1,0,4,23,0,0,1,0,0,0,1,1,0,3,0,0,3
15855,U9013,1,0,2,5,2,0,0,0,0,0,1,1,0,0,0,5,0
15856,U58812,1,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0
15857,U29028,1,0,3,11,0,0,0,1,0,0,0,0,0,4,0,2,0
15858,U9475,0,0,0,1,0,0,2,2,0,1,1,0,0,0,1,0,2
15859,U64316,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3
15860,U37314,2,0,0,3,1,0,0,11,0,4,4,0,1,0,14,0,4
15861,U81024,0,0,1,1,0,0,0,2,0,1,0,0,2,3,0,0,0
15862,U33017,0,0,23,34,6,0,2,8,0,0,0,2,2,6,1,2,3
15863,U26741,0,0,4,10,3,0,2,4,0,0,1,0,2,6,1,0,7
15864,U60919,2,0,1,5,0,0,1,5,0,0,1,1,0,2,7,0,3
15865,U40,2,0,1,10,0,0,0,8,0,4,0,0,0,4,0,0,0
15866,U35536,0,0,2,5,1,0,2,1,0,0,0,0,1,2,0,0,0
15867,U52340,0,0,3,4,0,0,0,2,0,0,1,0,3,0,0,1,0
15868,U69546,0,0,5,17,2,0,1,0,0,1,0,0,0,2,0,3,3
15869,U12092,0,0,11,2,1,0,0,0,0,1,0,0,4,0,0,0,0
15870,U80526,2,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0,2
15871,U5762,0,0,0,10,4,0,0,1,0,0,0,0,0,2,1,0,0
15872,U39191,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1
15873,U58111,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0,0,1
15874,U57974,2,0,14,16,1,0,0,1,0,0,0,0,3,0,0,0,3
15875,U71976,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0
15876,U64235,0,0,15,6,2,0,3,7,0,4,2,0,3,3,2,0,3
15877,U37925,0,0,5,8,0,0,0,1,0,0,0,2,0,0,0,2,0
15878,U21347,0,0,2,5,0,0,0,1,0,0,0,3,0,4,0,0,0
15879,U78080,2,0,7,8,2,0,1,4,0,7,2,2,0,6,1,0,0
15880,U78197,0,0,3,43,0,0,6,6,0,1,5,3,0,1,6,0,8
15881,U58733,1,0,6,11,10,0,2,4,0,3,3,4,3,3,0,0,9
15882,U37928,0,0,2,5,0,0,0,0,0,0,2,1,4,1,3,0,1
15883,U40475,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
15884,U45203,0,0,3,1,0,0,1,0,0,1,3,0,0,0,2,1,1
15885,U47502,0,0,0,6,3,0,0,1,0,2,0,1,5,7,1,0,0
15886,U91381,1,0,2,18,0,0,0,8,0,1,2,0,4,7,3,0,11
15887,U54202,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0
15888,U11801,0,0,0,2,0,0,2,3,0,0,1,0,0,0,1,0,3
15889,U63204,0,0,4,5,0,0,1,1,0,0,0,0,0,1,0,0,2
15890,U21991,0,0,5,29,1,0,0,1,0,0,1,1,0,1,0,0,3
15891,U62913,3,0,3,24,0,0,0,3,0,0,0,0,1,3,0,0,0
15892,U36981,1,0,9,6,0,0,1,1,0,1,0,2,1,2,0,0,0
15893,U22386,1,0,0,1,1,0,1,1,0,1,2,0,1,1,0,0,0
15894,U78095,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1,1
15895,U15175,0,0,12,8,0,0,1,1,0,3,1,0,3,0,1,0,1
15896,U16436,1,0,2,8,1,0,2,1,0,1,0,5,1,0,0,0,0
15897,U84160,0,0,0,2,0,0,1,2,0,0,0,2,1,1,1,1,0
15898,U86378,1,0,3,13,1,0,1,3,0,3,1,1,1,2,0,0,3
15899,U56563,0,0,2,2,0,0,5,2,0,0,8,0,2,1,6,0,8
15900,U66296,3,0,3,4,5,0,6,0,0,0,1,0,1,0,1,0,2
15901,U61224,0,0,5,6,0,0,2,0,0,0,0,0,0,0,1,0,3
15902,U5156,3,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0
15903,U51303,0,0,7,34,1,0,3,4,0,7,2,13,8,67,0,0,3
15904,U15223,0,0,0,4,0,0,0,4,0,1,0,0,1,5,0,0,1
15905,U42720,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0
15906,U74775,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2
15907,U5597,0,0,1,11,1,0,3,13,0,3,2,2,3,11,6,0,5
15908,U72842,0,0,0,3,0,0,0,1,0,0,1,0,0,1,1,0,1
15909,U77991,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,2
15910,U85535,1,0,7,10,0,0,1,0,0,0,0,0,1,1,0,0,1
15911,U30270,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
15912,U60873,0,0,5,5,2,0,1,4,0,0,4,1,0,3,2,0,0
15913,U34847,0,0,10,26,12,0,2,13,0,8,2,3,2,3,1,3,4
15914,U29800,5,0,6,77,0,0,0,8,0,0,1,0,3,19,0,1,0
15915,U44084,0,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,0
15916,U21610,3,0,1,4,0,0,4,7,0,0,4,0,0,1,7,0,1
15917,U85086,0,0,0,2,0,0,0,2,0,0,0,1,0,7,0,0,0
15918,U34047,4,0,7,46,1,0,9,66,0,12,21,25,21,14,12,1,24
15919,U21630,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
15920,U30737,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15921,U71974,0,0,0,5,0,0,4,14,0,0,4,0,0,0,0,2,5
15922,U10984,3,0,0,19,0,0,0,0,0,0,0,0,0,7,0,2,0
15923,U91882,0,0,0,3,0,0,0,4,0,0,0,1,0,3,1,0,0
15924,U57982,0,0,1,10,2,0,1,5,0,3,2,0,3,4,2,0,9
15925,U92395,2,0,10,11,0,0,1,0,0,2,0,0,1,7,1,0,2
15926,U13758,0,0,1,1,0,0,0,2,0,6,0,2,1,3,0,0,0
15927,U85331,0,0,0,1,0,0,1,8,0,4,1,0,1,0,2,0,1
15928,U76080,0,0,0,6,0,0,2,1,0,0,0,0,0,0,2,0,0
15929,U80061,2,0,8,20,5,0,3,5,0,4,2,4,2,2,0,1,2
15930,U14452,0,0,6,8,1,0,2,1,0,2,2,0,0,1,1,1,1
15931,U14470,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
15932,U81634,3,0,3,14,0,0,4,21,0,1,1,1,8,0,1,0,3
15933,U30320,0,0,1,4,3,0,0,2,0,0,0,1,2,5,0,2,5
15934,U58917,1,0,2,19,0,0,0,2,0,0,0,0,0,0,0,1,0
15935,U35699,0,0,0,9,0,0,1,0,0,5,0,0,5,11,0,0,0
15936,U38160,1,0,1,8,0,0,1,3,0,3,1,3,1,1,1,0,2
15937,U8111,0,0,5,8,0,0,0,0,0,0,1,1,0,3,1,0,4
15938,U92602,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1
15939,U90127,1,0,1,11,0,0,5,24,0,3,4,5,4,0,7,1,11
15940,U18762,0,0,1,16,0,0,0,0,0,0,0,0,0,4,0,0,0
15941,U90022,0,0,1,1,0,0,2,0,0,1,0,0,0,0,2,0,0
15942,U44059,0,0,0,4,0,0,2,1,0,0,1,0,0,0,0,1,1
15943,U72843,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15944,U32357,0,0,1,1,0,0,1,0,0,3,5,0,0,1,1,0,2
15945,U91362,0,0,3,4,0,0,2,0,0,0,2,0,1,1,15,0,2
15946,U85938,0,0,0,12,0,0,0,6,0,1,0,1,4,1,0,0,0
15947,U38158,0,0,0,1,0,0,0,4,0,0,0,0,2,1,0,0,1
15948,U47347,0,0,3,11,1,0,0,0,0,0,3,1,0,4,0,0,1
15949,U62642,0,0,0,3,0,0,0,2,0,0,0,1,1,1,0,0,0
15950,U40235,0,0,2,2,0,0,2,9,0,0,3,0,1,0,6,0,14
15951,U75440,0,0,4,3,0,0,0,0,0,2,0,0,0,0,2,0,1
15952,U71623,0,0,0,6,0,0,0,0,0,1,1,0,2,1,0,0,1
15953,U72051,0,0,0,21,18,0,4,9,0,11,1,9,2,21,0,0,3
15954,U32733,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0
15955,U77077,0,0,6,1,0,0,0,3,0,0,0,0,0,0,0,2,0
15956,U88239,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
15957,U71907,2,0,7,20,1,0,1,22,0,7,1,2,4,8,1,1,1
15958,U5167,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0
15959,U41974,0,0,9,2,2,0,0,4,0,0,0,1,0,2,0,0,1
15960,U73935,0,0,15,10,1,0,2,0,0,2,0,2,0,2,0,2,1
15961,U35075,1,0,0,13,0,0,0,4,0,2,2,0,3,1,0,0,1
15962,U44967,0,0,5,5,0,0,1,3,0,0,3,0,1,0,3,1,1
15963,U88248,0,0,1,7,0,0,0,1,0,0,0,0,0,1,0,0,1
15964,U81646,0,0,3,4,0,0,0,1,0,0,2,0,0,5,1,1,1
15965,U19184,0,0,14,31,6,0,2,4,0,1,4,5,2,3,4,0,9
15966,U85631,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,5
15967,U31531,1,0,11,35,0,0,6,6,0,4,2,0,3,3,4,4,10
15968,U26767,0,0,1,3,2,0,0,1,0,0,1,0,0,1,4,0,0
15969,U28752,0,0,1,1,3,0,1,1,0,0,0,6,0,4,1,0,1
15970,U89258,0,0,6,3,0,0,0,1,0,0,1,0,0,0,0,0,0
15971,U38178,0,0,14,3,0,0,2,1,0,1,1,0,0,4,1,2,4
15972,U68905,1,0,2,6,0,0,0,4,0,0,1,1,0,2,1,0,0
15973,U62705,1,0,15,23,0,0,1,0,0,0,0,0,0,2,0,1,0
15974,U43413,0,0,1,8,0,0,1,5,0,0,1,1,0,1,1,1,4
15975,U6295,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1
15976,U87613,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1
15977,U87040,0,0,11,2,0,0,2,3,0,2,3,0,0,1,3,0,4
15978,U42539,0,0,1,2,0,0,0,0,0,0,0,1,2,2,1,0,0
15979,U91629,1,0,0,9,0,0,1,0,0,0,0,0,0,2,0,0,2
15980,U26608,0,0,0,33,0,0,1,11,0,5,1,1,5,4,0,2,6
15981,U70782,0,0,0,3,0,0,2,3,0,0,1,1,1,1,2,0,1
15982,U75805,0,0,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0
15983,U13795,0,0,0,14,1,0,0,0,0,1,0,0,0,1,0,0,0
15984,U64599,0,0,0,4,0,0,1,6,0,0,1,2,3,1,1,0,0
15985,U21437,0,0,2,2,1,0,0,1,0,0,0,0,0,2,0,0,1
15986,U77741,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,1
15987,U7780,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15988,U76502,1,0,0,3,2,0,0,1,0,1,0,0,0,1,0,0,1
15989,U56155,0,0,6,7,0,0,1,1,0,5,3,2,1,0,0,0,0
15990,U58364,1,0,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0
15991,U6382,0,0,1,6,1,0,0,5,0,7,2,0,1,4,2,0,1
15992,U43359,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
15993,U78946,0,0,11,17,0,0,2,0,0,0,0,0,0,0,2,0,0
15994,U92957,3,0,44,27,1,0,0,1,0,1,1,1,0,1,1,0,1
15995,U34494,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
15996,U38913,0,0,2,3,0,0,0,0,0,0,1,0,0,0,1,0,1
15997,U71202,1,0,0,1,0,0,1,17,0,7,1,3,6,0,1,1,0
15998,U5534,3,0,1,9,3,0,0,3,0,1,0,0,1,1,1,1,1
15999,U80250,0,0,2,4,0,0,1,2,0,0,1,0,0,1,0,0,1
16000,U55477,0,0,0,5,1,0,0,0,0,2,0,0,0,1,1,0,0
16001,U80146,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0
16002,U49202,0,0,0,1,0,0,1,2,0,0,2,0,0,3,0,0,1
16003,U51814,0,0,6,2,1,0,1,1,0,0,1,0,0,0,1,0,0
16004,U22871,1,0,1,9,0,0,0,10,0,0,2,1,3,1,0,1,1
16005,U10502,1,0,0,6,0,0,3,7,0,0,4,0,0,2,3,0,3
16006,U45585,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
16007,U61754,1,0,51,18,0,0,4,0,0,2,3,0,0,0,1,0,4
16008,U57833,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,1
16009,U88374,0,0,3,3,0,0,2,1,0,0,0,0,1,2,3,0,3
16010,U69732,2,0,1,4,0,0,2,3,0,0,2,0,0,2,1,0,2
16011,U45781,0,0,0,5,1,0,0,4,0,0,0,0,1,2,0,3,0
16012,U65172,2,0,4,7,26,0,2,2,0,0,1,1,0,6,1,0,6
16013,U45452,1,0,1,6,0,0,0,3,0,0,2,2,1,1,3,0,2
16014,U7835,1,0,12,52,16,0,3,5,0,3,3,3,1,5,1,1,3
16015,U47335,0,0,0,5,0,0,2,0,0,0,0,1,0,0,1,0,1
16016,U2545,1,0,21,17,7,0,0,6,0,1,1,4,3,4,0,0,1
16017,U75368,0,0,1,4,1,0,0,2,0,0,0,0,0,3,0,0,3
16018,U5402,0,0,0,7,1,0,1,8,0,2,2,6,12,5,15,0,0
16019,U60429,1,0,2,31,4,0,3,31,0,19,9,3,9,10,16,1,11
16020,U13019,1,0,0,10,0,0,0,1,0,0,0,2,0,3,0,0,1
16021,U84086,1,0,2,3,0,0,3,3,0,1,1,1,4,0,2,0,2
16022,U58104,0,0,0,4,1,0,0,3,0,1,0,2,4,1,2,0,1
16023,U9111,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0
16024,U64656,1,0,19,10,0,0,1,2,0,0,2,0,8,5,1,0,0
16025,U21012,4,0,2,3,1,0,1,2,0,0,1,1,0,1,0,0,0
16026,U18983,0,0,0,1,0,0,2,3,0,1,0,0,2,1,1,1,1
16027,U10467,1,0,6,13,0,0,0,5,0,0,0,1,3,3,0,1,1
16028,U31537,0,0,1,1,0,0,2,4,0,2,1,0,0,2,0,0,4
